Labels,text_en
FALSE,Hospitals receive R $ 18 thousand for each death registered as covid-19
FALSE,"""But what’s happened is, because of all of the cases that we find, we have a very low mortality rate, just about the best in the world.”"
TRUE,"In a policy that established requirements for people to wear masks in most public settings during the COVID-19 pandemic, Oregon's Lincoln County said in June 2020 residents of color were exempt from the rule."
FALSE,Eiffel Tower makes a light show for the victims of COVID
MOSTLY FALSE,"[FALSE] Covid treatment room in Riau is full, residents must be at home for two weeks"
FALSE,Video shows bodies of COVID-19 patients at Hyderabads Osmania General Hospital
FALSE,Video shows a Pakistani hospital overwhelmed with Coronavirus patients
MOSTLY FALSE,"[FALSE] No Need to Take a Rapid Test, Smelling Vinegar Can Detect Someone Affected by Covid-19 or Not"
MOSTLY FALSE,"To self diagnose COVID-19, one should hold their breath for more than 10 seconds. If one is successful without coughing, discomfort, stuffiness or tightness it proves there is no fibrosis in the lungs and by extension no infection."
FALSE,Home remedies cure coronavirus
FALSE,"Patients waiting on beds outside a hospital in Old City, Hyderabad"
TRUE,"Covid-19 is not a virus, but a bacterium being amplified by 5G which causes inflammation and hypoxia."
FALSE,Bill Gates wants to add a microchip in COVID-19 vaccine to create digital IDs.
FALSE,"WHO alerts, as of June 2020, of an outbreak of Nipah in India more deadly than the coronavirus"
FALSE,"Bill Gates admits 700,000 people will be injured or killed by covid vaccine"
FALSE,Video of protest in the US during the COVID-19 pandemic
TRUE,"UN Secretary General appeals for ""global ceasefire"" during Covid-19 pandemic"
FALSE,Video of protest in the US during COVID-19 pandemic
FALSE,The lowest number of deaths due to coronavirus per 1 million inhabitants is in Belarus.
FALSE,Coronavirus Linked to Next New World Order
FALSE,"A Brazilian deputy discovered a ""farce"" in an empty hospital, without sick or dead by COVID-19"
MOSTLY FALSE,The photo shows Prime Minister Conte and government ministers at dinner during the Covid-19 pandemic
FALSE,This video shows a man who was buried alive after being declared dead by COVID-19 coronavirus
FALSE,"It is claimed that the ban on Patanjali""s drug claiming treatment for code 19 has been lifted."
MOSTLY TRUE,"An EXCLUSIVE picture of the patient's Throat infected with coronavirus Covid19 showing the extent of inflammation and destruction that affected the Throat and entrance to the lungs, which was caused by the virus in the first days of the infection. Taste and severe shortness of breath."
MOSTLY TRUE,The page from an old textbook also mentions the treatment of COVID19 and claims that the virus is not new.
FALSE,"A post that has gone viral on social media claims that the Ministry of AYUSH has lifted the ban on Patanjali""s medicine."
FALSE,A Spanish medical college describes life in an ICU to raise awareness of the coronavirus
FALSE,List shows people ready to make plasma donation
FALSE,Dangerous situation in Old City (hyderabad)
FALSE,Virus removal cards destroys novel coronavirus
FALSE,Viral message claims Corona Kashayam cures COVID-19
FALSE,"Video shows overwhelming COVID-19 situation in Pakistan or Hyderabad, India."
FALSE,"In an interview with CNBC, the founder of Microsoft said that the antid ......"
FALSE,COVID-19 spreads by mosquitoes
FALSE,COVID19 dead bodies being dumped in Mexio
FALSE,A little girl shown lying in a coffin died from COVID-19.
FALSE,Photo shows flooded street in Singapore.
FALSE,Nazis under Hermann Goering defunded and eliminated police departments in Germany.
FALSE,Video shows people vandalising a petrol pump due to fuel price hike
MOSTLY FALSE,[FALSE] Sexual Homo Feast in Italy Before Covid-19 Plague
FALSE,Mexico dumped Coronvirus infected dead bodies in sea
FALSE,"During a Mass in Valencia, a priest guaranteed that one of the vaccines ......"
FALSE,"A video is going viral on social media, in which many bodies can be seen. It is claimed that the pile of corpses due to deaths due to corona virus is lying in the mortuary of Osmania Hospital."
MOSTLY FALSE,56 deaths from COVID-19 have resulted in the collapse of the world economy.
MOSTLY FALSE,"[Wrong] ""Don""t go through the gg 12 .. there are 12 people in the family"""
MOSTLY FALSE,[FALSE] Photograph of Covid-19 Positive Patient Throat Condition
MOSTLY FALSE,"[FALSE] This video ""demo in America. currently in the pandemic #COVID ー 19 ”"
FALSE,"Corona patients in Pune are now visible in open, public places"
FALSE,The video is claimed to be a demonstration video in the United States during the Covid-19 pandemic
FALSE,"Video shows an accident at Mysore Road, Bengaluru"
FALSE,Bill Gates owns the patent and vaccine for coronavirus.
FALSE,"The news reports of the new wave of Covid in Brazil ... Instead, watch the reality told by two MPs visiting the Covid center."
FALSE,A Facebook post claims a drug company whistleblower says a COVID-19 vaccine will cause infertility.
FALSE,Accurate list of COVID-19 treatments
TRUE,"A group of 43 European countries and territories have far more people than the UK, but fewer Covid-19 deaths."
FALSE,This video shows a Covid-19 death from a helicopter in Mexico
FALSE,"""Europe lies to win Tourism"", denounces in publication in the red ......"
FALSE,Do not go to Villa Pamphili and go around Monteverde because there are many cases of COVID
FALSE,"Drinking corona kashayam made of Turmeric, Clove, Lemon, and ginger boiled in 1 litre water can cure coronavirus within 24 hours"
MOSTLY FALSE,These photos show the throats of COVID-19 patients
FALSE,Letter shows that AYUSH Ministry has approved Patanjalis coronil
FALSE,The COVID-19 vaccine will kill 50 million Americans
FALSE,"THE POPULATION CANNOT take, this scoundrel used the medicine! The mayor of São Paulo, Bruno Covas has Coronavirus and, unsurprisingly, said on CNN Brazil that he uses chloroquine and azithromycin. And you there, defending an expert who doesn""t know the difference between a pill and a suppository"
FALSE,"COVID-19 means vaccination identification certificate with artificial intelligence ”. They also say that ""what REACTIVATES the virus is the weakened immune terrain of vaccination"" and affirms that ""the tests are not reliable""."
MOSTLY FALSE,Australian health authorities admit tests cannot distinguish COVID-19 from other diseases
FALSE,This photo shows a baby who died of COVID-19
MOSTLY TRUE,“Event 201” simulation shows that the pandemic has been planned
FALSE,Young man with Covid-19 symptoms after going to the Butter Pools.
FALSE,Dead bodies of COVID-19 infected patients are being dumped in the sea in Mexico.
FALSE,"""[Lisbon region has a) more relaxed, less concerned, young population, without dramas"""
FALSE,"Covid-19 is an abbreviation of Certificate of Vaccination ID and the concept of ""new normal"" containing LGBT"
FALSE,"169 residents of Omkar Alta Monte, Malad in Mumbai test COVID-19 positive"
FALSE,Pope leads new world order that seeks to create with pandemic COVID-19
FALSE,A widely circulated Facebook post claims that there is no COVID-19 pandemic.
FALSE,Video of COVID-19 dead bodies in Mexico being thrown into the sea.
FALSE,"Brazilian politician angry over absence of Covid-19 patients, proof of government lie"
MOSTLY TRUE,WHO Warns of Nipah Virus Outbreak in India in June 2020
MOSTLY FALSE,"According to statements by Fr. Vassilios Voloudakis, there are serious doubts about whether there is COVID-19 disease and whether the dead are indeed victims of the disease."
FALSE,Video shows the Barranquilla hospital full of patients with coronavirus
MOSTLY TRUE,"Face masks intended to stop the spread of COVID-19, including that they violate US labor standards for oxygen deprivation, cloth masks “do not filter anything” and trap carbon dioxide, surgical masks spread germs, and N95 masks expel unfiltered air."
FALSE,"Since sunlight can kill the coronavirus, wearing sunblock is a bad idea during the coronavirus pandemic."
FALSE,"“ITALY WAS THE CURE FOR CORONAVIRUS. Italian doctors disobey WHO""s global health law, in order not to perform autopsies on people who have died of coronavirus, discovering that it is NOT a VIRUS, but rather a BACTERIA, which causes death. ”"
MOSTLY FALSE,"""Every day we protect the health of our people, without slowing down for a second the production of goods and services, construction and renovation of important works and always in defense of the national peace. Venezuela moves forward!"""
FALSE,"DRC: Dr. Denis Mukwenge resigns from the Covid19 response team. “In any case, I cannot dirty my Nobel Peace Prize money, we were forced to consider any disease like coronavirus and any death. In addition, what displeased me most is that, after more than 100 samples, none came out positive. Have a career to protect and I am a congol of blood. Getting rich lied is sin before God, I resigned"
FALSE,Homeopathic drugs such as Arsenicum Album 30 boost immunity against COVID
FALSE,Patanjali never said they found a cure for corona
FALSE,“There's a ‘spike’ in [COVID-19] cases because there's a spike in testing.”
MOSTLY FALSE,"[FALSE] Video ""Is COVID really there ??"""
FALSE,This image shows that they use green screen to invent deaths from coronavirus
MOSTLY FALSE,COVID-19 sensor has been illegally inserted into phones by Apple and Google with the intention to track people.
FALSE,People in China have stopped going to hospitals for COVID-19 treatment because they have learned to “kill” the novel coronavirus with heat
FALSE,Mexico dumps COVID-19 fatalities in the sea
FALSE,The UN wants to impose abortion using the coronavirus as an excuse
FALSE,Verified content: Tweet from a doctor who says he has not seen any patient receiving hydroxychloroquine at the onset of symptoms that has progressed to the critical phase in the ICU.
MOSTLY FALSE,“EHTERAZ is your trusted smart application to follow up on the latest updates of COVID-19 Coronavirus in Qatar.”
FALSE,"Verified content: Video published on a Facebook page accompanied by a text that says that the mayor of São Paulo, Bruno Covas, ""predicted thousands of deaths by covid-19 and bought 38 thousand coffins without bidding to bury the people."""
FALSE,Coffins full of stones allegedly killed by coronavirus
FALSE,"WELCOME!!! we want to help students who need a cell phone to study due to the Covid pandemic19. The first 2,500 people in this group who write letter by letter “G_A_N_A_R” without being interrupted by other competitors will receive xiaomi mobile phones. WIN A MOBILE PHONE FOR YOUR STUDENTS AND CHILDREN"
MOSTLY FALSE,FBI arrested professor linked to China and steam kills coronavirus
TRUE,"Just to remember: STF removed Bolsonaro from Covid""s control by giving this power to Governors and Mayors. Do not cover the President"
FALSE,Patanjali has never claimed to have found treatment of Kovid-19.
MOSTLY FALSE,Nepali youth have taken to streets to protest against their Prime Minister for lobbying in support of China.
FALSE,Wearing face masks is harmful for health.
FALSE,Police bulletin warns people of burglars going door to door offering face masks laced with chemicals which knock out their victim before they rob them.
FALSE,Budweiser has acknowledged that its employee has urinated in beer tanks for 12 years.
FALSE,Video shows Apache helicopters flying over Pangong Lake
MOSTLY TRUE,Photos and videos that are claimed to be photos and videos of the rejection of the HIP bill in various parts of Indonesia
FALSE,The photo is claimed to be the photo of Titiek Soeharto during a demonstration against the HIP Bill at the DPR
FALSE,Video shows fish washed up on a beach in Bali.
FALSE,Video is a farewell message from British Airways
MOSTLY FALSE,The photo in Milan of a parade of people without a mask
FALSE,British Airways is shutting operations after 70 years of service.
FALSE,"A poster was released on social networks, allegedly posted on the ma ......"
TRUE,Dr. Anthony Fauci said the National Institutes of Health (NIH) was told to cancel a grant funding research for a study investigating how coronaviruses jump from bats to humans.
FALSE,Verified content: Video recorded by doctor Ulysses José Guedes Gomes that went viral on Facebook.
FALSE,"Good morning my dears. I want to share with you what happened here at my house this week! We had very strong symptoms of the covid-19 virus, sore throat, fever, shortness of breath, tiredness even to speak, headache and diarrhea. First me, then my daughter, my grandson. We started a treatment at home, and the result was incredible, thank God. I want to share with you, detail I recommend for my friends to do even without symptoms, to prevent it is GREAT! PICADO GARLIC, BUTCH REFOGADINHO To eat 2 times a day."
FALSE,"In tests for COVID-19, a nanochip is inserted into people""s noses"
MOSTLY FALSE,‘The GDP grew from 1.91% in 2018 to 2.27% in 2019 but declined to 1.87% in the first quarter of 2020 as a result of the decline in global economic activities due to the Covid-19 pandemic’.
FALSE,"If not enough covid-19, another very aggressive [flu] virus, which attacks pigs, had an explosion of cases in China and is already reaching other countries in Asia and Europe"
FALSE,Hospitals and clinics seek asthma patients to infect them COVID-19
FALSE,Fire of the ship that transported mobile hospitals for COVID-19 to Honduras
FALSE,Chuck Norris contracted and died of COVID-19.
MOSTLY FALSE,[FALSE] Covid-19 Helmet Design at NFL Competition
FALSE,Bharat Biotech’s VP VK Srinivas taking first dose of COVID vaccine
FALSE,COVID-19 vaccines can carry a chip to control the population
FALSE,An article published on social networks guarantees that i ......
FALSE,"In a publication that went viral on social networks, it is highlighted that ..."
FALSE,In a publication on social networks it is stated that the disease ...
FALSE,Several publications were disseminated on social networks highlighting ......
FALSE,"João Campos, son of Eduardo Campos, states that ""money from the party fund is for our election (sic), it cannot be spent on covid-19, I vote no"""
FALSE,Masks acidify blood and chloroquine cures new coronavirus
MOSTLY FALSE,«In Brazil they bring the dead of covid with one hand»
FALSE,Brazilian politicians are furious because there are no COVID-19 patients hospitalized
FALSE,"there is evidence that several immigrants infected with coronavirus have fled the isolation in a hostel in Cartagena (Murcia) and that one of them has been caught with 1,200 euros stolen from them, as stated by an audio"
FALSE,The study of the Barbastro hospital in Huesca shows a relationship between COVID-19 and the flu vaccine
FALSE,Chinese Usera stores are closing due to outbreak of coronavirus
FALSE,"""I would do press events in May, I would never be asked about coronavirus.''"
FALSE,Pedro Sánchez announces a system to generate money from home by investing in bitcoin during the coronavirus emergency
FALSE,A video showing a small ...... is being shared on social networks
FALSE,Vice President of Bharat Biotech took the first dose of COVID-19
FALSE,Vice President of Bharat Biotech became the first person to undergo clinical trial of coronavirus vaccine
FALSE,"In Kazakhstan, the development of a vaccine will begin on the materials of blood recovered from COVID-19 Nursultan Nazarbayev"
FALSE,"A poster of the festival ""Noites de Ve ...... is circulating on social networks ......"
MOSTLY FALSE,“Ever wonder why they have to stick a Q-tip through your nose to the back of your head to swab a sample of covid but a droplet of saliva will infect a whole village at one time”
MOSTLY FALSE,"[FALSE] ""A DAY AFTER THE RAPID TEST COVID-19 IS TAKEN TO THE SANTRI IN THE HOLY, 1,000 SANTRI IS NOT CONSCIOUSLY SELF-CONSIDERED"""
FALSE,"Bleach in the sewers. Please add 1 tablespoon of bleach to each drain of your toilets, washbasins, bathtubs, showers, dishwashers, etc ..."
FALSE,Nepal shot down an Indian HAL Rudra helicopter that was carrying an airstrike in Belahiya and captured an Indian pilot
TRUE,"The Tourism sector suffered a severe shock with the Covid-19 pandemic, ......"
FALSE,"asymptomatic patients ""do not spread the virus, but communicate antibodies to other people and generate mass immunity"""
FALSE,"He would be infected with the new coronavirus, he would have died of the disease and he ......"
FALSE,The first dose of COVAXIN was administered on Bharat Biotech Vice president VK Srinivas as part of human trial.
FALSE,There were thousands of students in Kudus who were unconscious after taking the Covid-19 rapid test from a Chinese hospital
FALSE,A photograph shows Queen Elizabeth wearing a yellow face mask during the COVID-19 coronavirus disease pandemic.
FALSE,The matico plant is used to treat respiratory problems in patients with COVID-19
FALSE,"At mobile Covid-19 testing units, 97% of results are delivered within 24 hours."
FALSE,"Ivermectin, vitamins D and C, zinc, chloroquine and azithromycin for Covid-19"
FALSE,"""Contact between the population should not be prohibited in any way ......"
FALSE,It is a viral publication spread on social networks under ......
FALSE,"""Europe lies to win tourism"", denounces a publication in the r ......"
MOSTLY FALSE,"Differences between the symptoms of COVID-19 coronavirus, cold, flu and contamination, ISSSTE Mexico"
FALSE,"Gates"" vaccine changes DNA"
FALSE,"Video of the pathetic situation of COVID-19 patients in Gandhi hospital (COVID-19 dedicated hospital) in Hyderabad, Telangana"
FALSE,Reopening of the Eiffel Tower lighting with a French tribute to the victims of COVID-19 coronavirus
FALSE,Coronation of coronary patients at Gandhi Hospital (COVID - 19 hospital)
FALSE,"KV Srinivas, Vice President of Kovid-19 Vaccine Clinical Trials, manufactured by India Biotech"
FALSE,A video showing the birth circulates on social networks ......
FALSE,"Studies show that the use of Ivermectin dropped the number of people infected with COVID-19 [in Natal, RN]"
MOSTLY TRUE,"California's governor ""forbids"" Christians from singing in church during the COVID-19 coronavirus disease pandemic."
MOSTLY FALSE,"All COVID-19 patients in Victoria are entitled to a $1,500 government payment"
FALSE,"It is one of the most viral publications of the last few days, shared by my ......"
FALSE,"U.S. President Donald Trump’s June 20, 2020, election rally in Tulsa, Oklahoma, during the coronavirus pandemic could be connected to two days of 100% positive COVID-19 tests reported in the state more than a week later."
FALSE,Explanation of the PCR tests. This is how they deceive us.
FALSE,"The Victorian government in Australia is handing out AU $1,500 to all COVID-19 patients."
FALSE,"Viral video shows the alarming COVID-19 situation in Gandhi hospital in Hyderabad, Telangana."
MOSTLY FALSE,A COVID-19 sensor has been inserted in Android and Apple mobile phones.
FALSE,"social media users posted a picture of a woman thrusting a syringe in man’s vein and claimed that the man in the picture is Bharat Biotech’s Vice President, Dr. VK Srinivas, and the first dose of the vaccine was administered on him."
MOSTLY FALSE,"All COVID-19 patients in Victoria are entitled to a $1,500 government payment"
FALSE,"India, Pakistan, Bangladesh, Thailand, and Indonesia are classified by the World Health Organization as part of the Western Pacific region."
FALSE,"In France they do 700,000 tests [of COVID-19] a week"
FALSE,COVID-19 does not exist. It is caused by 5G to install chips with vaccines.
MOSTLY TRUE,"Carsyn Leigh Davis died of COVID-19 shortly after attending a ""COVID party"" at her youth church."
FALSE,"COVID-19 vaccinations, which have already killed several youngsters, will be required before children will be allowed to return to school."
FALSE,The current coronavirus of COVID-19 has existed for 17 years
FALSE,Dr. Denis Mukwege said he resigned from the coronavirus task force in the Democratic Republic of the Congo because he was being offered money to falsify COVID-19 cases.
FALSE,The spread of Covid-19 is thought to have originated from contami ...
FALSE,"“Congolese doctor Denis Mukwege, responsible for the Covid-19 area in the country, resigns from his position.”"
FALSE,"First, this policy became private to governors and mayors. The President of the Republic has practically nothing to interfere in this policy, so whether it is going well or going badly, the responsibility rests with the governors and mayors, according to a decision by the STF."
FALSE,"We had those who died due to coronavirus per million inhabitants 30 times less than in Italy, 20 times less than in Spain, ladies and gentlemen, 8 times less than in rich Switzerland and well developed, 6 times less than in Germany."
TRUE,"“New Zealand let health experts” rather than politicians make decisions about how to deal with COVID-19, “and as of today they have zero COVID cases.”"
FALSE,"Verified content: Covid Website Has Treatment Yes, which states that “after months of observing the development of covid-19 in several countries, the international medical community is convinced of a resolute treatment strategy for covid-19”. The page, which went offline between the 3rd and 7th of July, informed the drugs for the ""treatment""."
FALSE,Consumption of foods with a pH level above that of coronavirus could cure or prevent infection.
FALSE,Steam Inhalation can cure COVID-19
FALSE,Senior officials of Rajasthan police visited Ajmer Sharif Dargah as it reopened for devotees and offered prayers
FALSE,"A Facebook post names several claims about the name ""COVID-19"" including that is an acronym for 'See a Sheep Surrender'."
FALSE,Pandemics happen once every century.
MOSTLY TRUE,Statements on covid-10
FALSE,"Bolsonaro: The new coronavirus ""does better"" in cold climates, young people can rest easy, hydroxychloroquine and azithromycin are useful"
FALSE,"Bleach in the sewers. Please add 1 tablespoon of bleach to each drain of your toilets, washbasins, bathtubs, showers, dishwashers, etc. The Dutch authorities have found that the virus is growing and multiplying in the wastewater system. They found that even people who were confined to their homes caught the virus and decided to test the water in the wastewater system and found the Covid-19 virus active in the sewers. Ask everyone you know to do the same"
FALSE,Vaccines are made with fetuses
MOSTLY TRUE,In a Facebook post it is highlighted that Ivemectin is a medicament ......
FALSE,Wearing Mask To Protect From COVID-19 Causes Fungal Lung Infection;
FALSE,This decoction can cure COVID-19 in 24 hours
FALSE,"Take azithromycin, ivermectin, and acetylcysteine to cure Covid-19."
FALSE,UdeA predicted peak of the pandemic between July and August.
MOSTLY FALSE,The photo shows Jair Bolsonaro in hospital after testing positive for the new coronavirus
FALSE,The second of the Spanish flu wave was more lethal because the population abandoned the isolation Coronavirus COVID-19
FALSE,"King Felipe VI has spent more than 500,000 euros on a car in the midst of the COVID-19 crisis"
TRUE,The COVID-19 coronavirus pandemic caused a nationwide shortage of U.S. coins in circulation during the summer of 2020.
FALSE,Do you mean that prisoners released by Covid-19 already account for 13.9% of homicides in April? Someone warns the enlightened state governors and supreme ministers that prisoners released by Covid-19 already kill more than Covid-19. Hope this helps!
MOSTLY FALSE,"Covers generate a culture of bacteria, hypercapnia and can cause cancer. Coronavirus COVID-19"
FALSE,"“Why is everyone wearing masks? If even in the box it says they don""t protect against covid-19 and other viruses… ”"
FALSE,A diet of highly alkaline foods will defeat COVID-19.
FALSE,"Verified content: Text published by the page “A little bit of everything” on Facebook recommends the drugs azithromycin, ivermectin and nitazoxanide for people with mild symptoms of covid-19 and indicates self-medication for those who do not want to go to a hospital."
MOSTLY FALSE,"""You won't see this type of information in most TV stations … and even less in the posts of the ‘journalists’ of the affiliates of those who always raped the country:"""
FALSE,"IN TELENGANA, A COVID POSITIVE PERSON WAS TRYING TO ESCAPE FROM THE TEAM OF POLICE AND DOCTORS. WHY IS SUCH THINGS ARE HAPPENING ?"
MOSTLY TRUE,"A post criticises the composition of the body advising the Australian government on economic recovery from COVID-19, saying the members of the organisation do not have medical qualifications."
FALSE,"The tests conducted at the 199 testing centres, as well as the mobile test centres, are all done within 24 hours."
FALSE,This doctor hit a patient with COVID-19
FALSE,"Dr. VK Srinivas, Vice-President of Bharath Biotech, He is taking first injection of COVID 19 vaccine. They have confidence in their product'"
FALSE,RKI confirms Covid-19 mortality rate of 0.01 percent in Germany
FALSE,"Verified content: Text published by the page? A little bit of everything? on Facebook he recommends the drugs azithromycin, ivermectin and nitazoxanide for people with mild symptoms of covid-19 and indicates self-medication for those who do not want to go to a hospital."
MOSTLY FALSE,"Coronavirus is a bacterium that is treated with aspirin, antibiotics, mists, and sprays"
FALSE,"Dr. VK Srinivas, Vice President of India Biotech Pharma Company, the first person to take Corona Vaccine"
FALSE,People shown in video are COVID-19 infected patients
FALSE,Consuming alcohol beverages or vodka will reduce risk of COVID-19 infection
FALSE,Examination for Covid-19 damages blood-brain barrier and may cause brain inflammation
TRUE,"""The data released today by Istat on the impact that the Covid emergency has had on the lives and jobs of women show that inequalities have grown alarmingly"""
FALSE,"The President of Brazil, Jair Bolsonaro, was diagnosed with Covid-1 ......"
FALSE,Kkkk just when BOLSONARO is going to testify he gets covid19. And make a point of saying you got it. STRANGE
FALSE,The Chinese aren’t taking any medicine or vaccine for coronavirus.
FALSE,"Whoever has the real solution to this problem, throw the 1st stone !!! Shoot the Mayor who closed the city and sent everyone home. Shoot the President who asks to open the city and return to work. Shoot doctors who call for social isolation to prevent a breakdown in the health system. Shoot the economists who ask to go back to the routine predicting a financial collapse .... THE BUSINESS IS TO SHOOT STONES!"
MOSTLY TRUE,"A photograph shows a family and their cat wearing masks during the 1918 ""Spanish flu"" pandemic."
FALSE,U.S. President Donald Trump tweeted that South Dakota should close its border with California.
FALSE,Vaccine trials crippled children in Africa.
FALSE,"The photo shows the Prophet Muhammads tomb in the Al-Masjid an-Nabawi in Medina, Saudi Arabia."
FALSE,"In Cuiabá, Mato Grosso, near the parish of Cristo Rei do Padre Paulo Ricardo, several faithful fell on their knees praying the Holy Rosary for the end of the COVID-19 coronavirus pandemic."
FALSE,OUTRAGEOUS!! PATIENT COVID-19 IS MISTREATED IN A HOSPITAL AND BEATEN BY A DOCTOR:
FALSE,Examination for Covid-19 damages blood-brain barrier and may cause brain inflammation
FALSE,Guava leaves prevent and treat COVID-19
FALSE,"Dr. VK Srinivas, Vice President of India Biotech Company, has taken the first injection of corona virus vaccine. He is so confident in their findings."
TRUE,Thus the coronavirus has worsened the work of women in Italy
MOSTLY FALSE,"There is no need to use nasopharyngeal swabs for COVID-19 testing, mouth swabs can be used instead"
FALSE,“The CDC may have to stop calling COVID-19 an ‘epidemic’ due to a remarkably low death rate.”
FALSE,"Turkish President Erdogan said, ""If Jokowi doesn""t go into politics, then the bad guys will fill it."""
MOSTLY FALSE,[FALSE] Risma Sujud to IDI Because Surabaya Residents Are Not Accepted at Dr. Soetomo Hospital
MOSTLY TRUE,Pictures show bodies being thrown into the Ganges in Patna to hide the actual number of Covid deaths.
MOSTLY FALSE,Stray dogs are roaming in the wards of Osmania General Hospital (OGH) amid the COVID-19 pandemic.
TRUE,After several months of stating that the new coronavirus was being transmitted ......
MOSTLY FALSE,Mosaic artwork shows all doctors and nurses killed from Covid-19
TRUE,"There are a record 6,000 more doctors and a record 12,000 more nurses than a year ago"
FALSE,Alcohol can help cure coronavirus
FALSE,People are starting to go to the ER with fungal lung infections by wearing masks !! Take a break from your mask
FALSE,Verified content: Video states that media highlights irrelevant scientists just because they are researchers and leaves aside others with influence in the scientific world
FALSE,"There are three drugs that at the onset of symptoms can prevent viral multiplication [...] Anitta, ivermectin and chloroquine."
FALSE,"Verified content: Videos of doctors Álvaro Galvão (RO) and Rafael Freitas (PR) on YouTube defend the prophylactic use of ivermectin as a treatment for covid-19, on the grounds that the medication reduced the number of serious cases of the disease in Africa"
FALSE,"In Pitalito, Huila, they infect patients with the coronavirus test"
FALSE,Reopening of the Eiffel Tower lighting with a French tribute to the victims of the covid-19
FALSE,"Mentolatum in the nose, the virus does not enter and it dies ... Doctors from the University of Havana - Cuba confirmed and demonstrated that COVID-19 does not develop in environments where * 1.8 Epoxy -p menthane is used *"
MOSTLY FALSE,Saliva tests seem more effective than nasopharyngeal tests
FALSE,Asymptomatic patients do not spread the virus and transmit antibodies
FALSE,Ghanaian President Nana Akufo-Addo reads Rockefeller's secret document on COVID-19
FALSE,Mayor of Cali will close the city for fourteen days due to coronavirus
MOSTLY FALSE,MAZIKOS EMBOLIASMOS will start in August…
TRUE,A recording widely publicized on social networks denounces a service ......
FALSE,Ivermectin has shown positive results in the covid treatment
FALSE,"The French PGR will accuse the dismissed Ministry Friday, including the Minister of Health and the now ex-first Prime Minister Eduardo Filipe as responsible for THOUSANDS OF DEATHS in Covid-19 for PROHIBITING the use of HYDROXICLOROQUINE by the doctors of the French SUS family and only allow use in HOSPITALS, among other Incompetences during the crisis"
FALSE,Amitabh Bachchan recorded a video message for doctors of Nanavati hospital after he was hospitalised post testing COVID positive
FALSE,"French doctors taking off their doctor""s clothes in protest, and leaving the hospital because they discovered the covid""s coup. The lie behind the new world order"
FALSE,guava tree leaves prevent and reverse coronavirus
FALSE,"After being found Kovid-19 positive, Amitabh Bachchan admitted to Nanavati Hospital praised the doctors there"
FALSE,"The exam for detection of COVID-19 with nasal swab can compromise the blood-brain barrier, causing inflammation in the brain"
MOSTLY FALSE,COVID-19 swab tests compromise blood-brain barrier
MOSTLY FALSE,[WRONG] “Video of the Covid-19 victims dumping in the Mexican sea”
FALSE,A vaccine is an antibody produced by the body to fight infection.
FALSE,COVID-19 PCR swab tests damage the blood-brain barrier and are harmful for humans.
FALSE,Jackie Chan is giving cash handouts to COVID-19 patients.
FALSE,Hong Kong actor Jackie Chan is providing handouts to those staying at home and commenting on the Facebook post during the COVID-19 pandemic.
FALSE,Amitabh Bachchan released video from Nanavati hospital after being infected with Corona virus
MOSTLY TRUE,A Russian medical university has completed clinical trials of the world's first Covid-19 vaccine.
FALSE,"In a bowl, pour 2 liters of water and with it 6 to 8 leaves of Eucalyptus and 1 to 2 teaspoons of Vaporub, wait for it to boil all together."
FALSE,A campsite in Aigues-Mortes has closed due to the coronavirus.
FALSE,"Pondicherry University student found black pepper, ginger, honey cure for COVID-19"
MOSTLY FALSE,[FALSE] Traders in the Covid-19 Positive Segiri Market
FALSE,"We had the solution here, developed by our countrymen and despised by an obtuse and cruel government! Congratulations Fiocruz! Stage 3 vaccine! (...) However, Fiocruz did not have the technology to develop the vaccine, but it knew how it should be done. He sought out the Federal Government at the time and it did not listen, did not authorize financial aid and despised the research! Fiocruz joined Butantan in São Paulo, which communicated with Oxford ..."
FALSE,"Doctor says on video that it is possible to treat Covid-19 with the use of vitamins and medications such as ivermectin, hydroxychloroquine and azithromycin."
FALSE,"The coronavirus shows no symptoms of infection until after several days. When the patient has a fever and a cough, he goes to the hospital, and the lungs already show 50% fibrosis, so it is too late."
FALSE,Bachchan seen thanking the medics for their relentless battle against the virus after confirming covid 19 infection
FALSE,"People should not be concerned about others not wearing face masks during the coronavirus crisis as long as their own mask ""works"""
FALSE,Drywall dust penetration means face masks are ineffective against the coronavirus
FALSE,In recent publications on social networks it is claimed that one of the most ......
FALSE,Africa controlled covid-19 pandemic with ivermectin
FALSE,Test to diagnose covid-19 may cause brain inflammation
MOSTLY TRUE,Claim: Covid 19 victims body being thrown into the Ganges
FALSE,"Video of Amitabh Bachchan praising the hard work of doctors, nurses and health staff after he was admitted to Nanavati Hospital for treatment of Kovid-19"
MOSTLY FALSE,"Australia""s prime minister pretended to be injected with a COVID-19 vaccine"
MOSTLY FALSE,[FALSE] Padang Rice Becomes a Source of Covid-19 Transmission
FALSE,"After this Covid-19 pandemic passes, by December I intend to visit my close friend Xi Jinping in Beijing, China, to further strengthen our democratic ties"
FALSE,A publication is circulating on social networks in which a ......
TRUE,"Out of every R1 paid in taxes, 58 cents goes towards paying the salaries of public servants"
FALSE,The video is claimed to be a video of the disposal of the bodies of victims of Covid-19 in the Mexican Sea
MOSTLY FALSE,Photo shows bubonic plague containment efforts in China
FALSE,Video shows Magafuli celebrating coronavirus-free Tanzania?
